aucs1,aucs2,aucsFused,corrs
0.655304,0.559836,0.649196,-0.0216054722757
0.70216,0.7426,0.802328,0.0908316819765
0.841448,0.599276,0.758732,0.0583616515403
0.704092,0.712488,0.788448,0.0703487678525
0.651804,0.619864,0.695496,0.0262542667213
0.572576,0.775944,0.659924,0.0106543857893
0.535384,0.722692,0.666412,0.0176994241297
0.8375,0.64924,0.75814,0.149267909131
0.723868,0.710444,0.787992,0.138953544286
0.830204,0.616768,0.800408,0.121454158321
0.739316,0.81836,0.853884,0.222360804292
0.560992,0.65668,0.665532,-0.0257819068657
0.59714,0.677852,0.689748,0.0677365925446
0.615536,0.78478,0.744528,0.0906235681052
0.765212,0.734784,0.804608,0.197444675917
0.597572,0.659464,0.68458,0.0559684785836
0.611004,0.656788,0.712204,0.00701263411967
0.548252,0.533188,0.566632,0.0170054031782
0.751012,0.689268,0.79202,0.164983578022
0.966744,0.615216,0.828468,0.19746830968
0.732868,0.752356,0.812088,0.199908425828
0.66878,0.6965,0.748944,0.129264014454
0.829916,0.647888,0.80856,0.179031164554
0.8595,0.605084,0.7395,0.134343353341
0.696084,0.65512,0.74418,0.105089534863
0.77476,0.73864,0.835344,0.206613566704
0.624504,0.541856,0.624616,0.0075822915518
0.59992,0.695528,0.70668,0.0759030692021
0.607012,0.689204,0.71664,0.103168747382
0.706444,0.68084,0.763324,0.144930029506
0.684412,0.542768,0.653052,0.034199072647
0.704716,0.635564,0.734696,0.0952481949415
0.714244,0.57006,0.701968,0.0563056898434
0.561248,0.62376,0.6345,0.0438391372985
0.730256,0.77926,0.822656,0.22251869243
0.65548,0.736372,0.751968,0.136385868265
0.579256,0.63116,0.643408,0.0241928518989
0.780168,0.66344,0.80422,0.131352529111
0.600136,0.664188,0.675524,0.0652785567514
0.749772,0.77688,0.83296,0.203508403604
0.93722,0.584524,0.761452,0.113262341195
0.583856,0.659196,0.660052,0.0503540700451
0.577088,0.60556,0.626328,0.0195325500318
0.61764,0.6214,0.66466,0.030942021197
0.53582,0.7701,0.711504,0.028694018495
0.592832,0.72292,0.724956,0.0582520038602
0.623924,0.655256,0.69434,0.0440405774968
0.55558,0.592128,0.616096,0.011285348732
0.59322,0.7223,0.698848,0.0362260519423
0.696804,0.70802,0.768304,0.0967515252646
0.515648,0.594092,0.55006,-0.0454695477822
0.685012,0.532768,0.612384,-0.0130309264804
0.77508,0.629064,0.703156,0.0749907568551
0.72238,0.694424,0.76734,0.103757896748
0.560672,0.785712,0.78332,0.0332796766233
0.560776,0.553348,0.563816,-0.0240116581959
0.544444,0.763248,0.671888,0.0213539640964
0.671544,0.647832,0.693124,0.0638761682746
0.66166,0.92366,0.818256,0.18803203133
0.630344,0.722748,0.722944,0.0825624525016
0.70186,0.701712,0.770612,0.0968108070456
0.71756,0.640148,0.743636,0.0656040095389
0.571168,0.578232,0.6059,-0.0113719394211
0.636092,0.700248,0.712016,0.0530475030156
0.611584,0.560544,0.624328,-0.0055802295521
0.644016,0.559676,0.639232,-0.00304150025485
0.678736,0.576184,0.68888,0.0572474954498
0.609556,0.666096,0.69086,0.0732503303392
0.63366,0.721516,0.73658,0.126470916033
0.704584,0.671052,0.726684,0.127408874848
0.624868,0.719196,0.725752,0.099166865785
0.623264,0.668124,0.702616,0.0737351042324
0.601036,0.767428,0.785564,0.0287448944475
0.559548,0.780004,0.703296,-0.0186824506317
0.638244,0.551532,0.632616,-0.0543615868474
0.625676,0.626204,0.6837,-0.0175419289043
0.738896,0.668572,0.787344,0.0592608029429
0.621312,0.59666,0.659192,-0.0275806996863
0.540396,0.591028,0.6015,-0.00618771314736
0.697468,0.743732,0.77084,0.136084631794
0.638416,0.615488,0.67258,0.041173966273
0.737676,0.57976,0.699436,0.0417905201329
0.688292,0.705736,0.76938,0.114168938574
0.784768,0.641448,0.799168,0.11236722423
0.5592,0.72198,0.717312,0.0514795464586
0.537628,0.828456,0.72816,0.050561579002
0.820496,0.66108,0.76882,0.17494256103
0.786812,0.916448,0.9244,0.337182250676
0.62712,0.687224,0.710304,0.0942478076407
0.575312,0.584396,0.6093,0.0411364858665
0.688572,0.756492,0.784364,0.121885659003
0.636684,0.57936,0.642188,0.0182200722373
0.96564,0.816628,0.960964,0.420265809735
0.902088,0.603504,0.784256,0.120229575353
0.73158,0.765668,0.819184,0.16211524162
0.596972,0.571704,0.619348,0.0124942011957
0.541484,0.794744,0.666128,0.0231375421859
0.763908,0.707684,0.8197,0.140267164315
0.6621,0.641316,0.711504,0.0955306619333
0.60058,0.569756,0.611968,0.0420953899479
0.602324,0.733564,0.683576,0.0825395209429
0.709512,0.865808,0.873772,0.184345434539
0.756608,0.496448,0.600148,0.0127955617092
0.5101,0.673232,0.649472,-0.0266766512201
0.55868,0.68974,0.675052,0.0178793113462
0.846768,0.5661,0.681912,0.0355176787847
0.558596,0.679232,0.671096,-0.0025125295272
0.666568,0.601408,0.68432,0.058204884127
0.622248,0.78378,0.78154,0.0626775021975
0.645488,0.595236,0.665164,0.0471460473231
0.81272,0.579412,0.760212,0.0770124552665
0.547268,0.641952,0.638592,0.039017367073
0.83966,0.674756,0.841984,0.172079610255
0.641468,0.683032,0.716476,0.0854040076016
0.702128,0.820524,0.842428,0.199380883372
0.637304,0.65706,0.695996,0.0477401154701
0.651504,0.781404,0.791292,0.10679032808
0.748628,0.66334,0.78216,0.137450333077
0.742128,0.595816,0.701912,0.0584764592474
0.547564,0.685724,0.674448,0.0143957564498
0.673848,0.641244,0.72302,0.0561769345771
0.68484,0.812516,0.812248,0.191696955403
0.767644,0.613468,0.747152,0.110276229057
0.872344,0.707752,0.863652,0.250948985183
0.530716,0.772196,0.698804,0.047505188087
0.692024,0.657976,0.737104,0.111151208042
0.828116,0.60256,0.782012,0.0697449402674
0.72426,0.530124,0.675848,0.0534686031287
0.58238,0.740496,0.745432,0.0812499234753
0.8435,0.681008,0.809232,0.224127872521
0.541568,0.56992,0.575668,-0.00936312607626
0.733464,0.649952,0.753932,0.155024890727
0.650432,0.750356,0.773436,0.149261888866
0.720052,0.72238,0.793112,0.148721262832
0.58954,0.67098,0.677116,0.0476291374234
0.858736,0.610708,0.775104,0.119276525711
0.577264,0.508356,0.556676,0.0435101408415
0.643076,0.719956,0.742152,0.08614038991
0.527484,0.648188,0.641648,-0.00197658075143
0.614756,0.75594,0.735948,0.147032845715
0.523448,0.531356,0.540312,0.0607593578161
0.724964,0.601296,0.705924,0.108403869511
0.792432,0.624288,0.75066,0.13509773721
0.716304,0.567948,0.694784,0.0346946735527
0.729896,0.696452,0.786388,0.150796679293
0.751136,0.786832,0.839556,0.231045746394
0.64364,0.773104,0.7778,0.105553160547
0.830204,0.586644,0.733284,0.0525684503846
0.679024,0.791708,0.788028,0.131728991053
0.560488,0.950196,0.720864,0.0653514022092
0.594524,0.75778,0.74518,0.109294278266
0.661392,0.713644,0.752912,0.113200601231
0.786104,0.6135,0.771716,0.120566996922
0.745136,0.795388,0.852924,0.211185648348
0.803556,0.740696,0.859656,0.200977652494
0.767372,0.643972,0.751056,0.111300750002
0.535412,0.680556,0.629696,-0.0136156601808
0.604092,0.608928,0.649604,0.00514226021953
0.592704,0.584636,0.626052,0.00540573997317
0.69334,0.604964,0.692712,0.103269457744
0.743028,0.79074,0.83612,0.212697981146
0.68066,0.801692,0.795192,0.15753121201
0.498972,0.655176,0.625936,-0.0081040244881
0.58374,0.737224,0.749984,0.0532702986481
0.982044,0.792008,0.930588,0.407180929877
0.77274,0.659148,0.77884,0.164434616218
0.65436,0.683636,0.72484,0.139532552201
0.62866,0.898568,0.71756,0.164391956926
0.594804,0.619588,0.648544,0.0503847809001
0.716092,0.582928,0.694072,0.0679028817306
0.694768,0.805284,0.819368,0.183494540893
0.760288,0.661616,0.759348,0.112890908706
0.6271,0.708852,0.734828,0.0715575597884
0.699596,0.860528,0.854084,0.205570713559
0.747204,0.569308,0.674016,0.0923662572129
0.751376,0.74876,0.822948,0.171914212175
0.590112,0.572936,0.612744,0.0226840731935
0.583836,0.610416,0.63708,0.0671920922037
0.627132,0.617056,0.667968,0.0886260500854
0.729472,0.662928,0.753148,0.127246040552
0.673508,0.674308,0.74088,0.0843740524654
0.680116,0.712688,0.759352,0.104362143287
0.718248,0.756184,0.813292,0.163235418171
0.589832,0.655384,0.66638,0.0381828531187
0.7538,0.649052,0.748092,0.119889631811
0.666356,0.634848,0.689584,0.0708402968532
0.836856,0.65582,0.832108,0.183853778683
0.545776,0.699504,0.675476,0.0714645377167
0.662224,0.685488,0.727976,0.131995115065
0.672316,0.644552,0.724136,0.059930920447
0.6537,0.634872,0.692128,0.0762528640402
0.68098,0.820552,0.834408,0.177516318834
0.766112,0.6426,0.774488,0.120530101129
0.608708,0.704776,0.71308,0.0676924809339
0.727744,0.903596,0.855356,0.272238659855
0.704704,0.663056,0.738384,0.103806511448
0.557124,0.717096,0.677208,0.0320223367423
0.583852,0.674296,0.688064,0.0420162129996
0.914332,0.729608,0.83896,0.276385502672
0.51126,0.667728,0.585168,0.0179561584819
0.67668,0.608164,0.694976,0.0155017827485
0.556704,0.659552,0.66174,0.0415029824384
0.810156,0.632132,0.76988,0.117391089963
0.692192,0.864492,0.872408,0.138809485927
0.885484,0.574552,0.759312,0.0807360295766
0.629832,0.633156,0.676584,0.0543848316297
0.879608,0.580892,0.77234,0.0646463219728
0.84302,0.611812,0.71304,0.108083828287
0.602556,0.62718,0.662032,0.0512960132502
0.790024,0.574936,0.690896,0.0692316112711
0.74258,0.574908,0.7352,0.0217647181158
0.650048,0.673388,0.714164,0.0407561236606
0.877156,0.756592,0.887432,0.287947202918
0.730528,0.675832,0.783888,0.083631205918
0.625156,0.648776,0.682816,0.0784830326875
0.673452,0.646664,0.705584,0.100829675214
0.600252,0.783684,0.739468,0.0852028278491
0.693492,0.652676,0.74546,0.0500672311291
0.751416,0.665652,0.789516,0.0722123004086
0.614348,0.750188,0.765384,0.039619938229
0.825608,0.678328,0.786196,0.188469548006
0.708984,0.723992,0.800772,0.0707756033726
0.877824,0.676964,0.830296,0.205784059431
0.900848,0.776604,0.906468,0.330525760826
0.768224,0.591616,0.707528,0.0940601601637
0.561128,0.77196,0.685468,0.0723792597958
0.645244,0.821632,0.752664,0.160729084785
0.639556,0.782896,0.781892,0.143307939719
0.698484,0.701284,0.772364,0.0796938065243
0.79532,0.70414,0.835024,0.14494674847
0.654068,0.644192,0.694292,0.104270051425
0.72432,0.507348,0.664508,0.0354090613683
0.59484,0.740696,0.702912,0.100032944127
0.694072,0.936172,0.854308,0.217062096595
0.582092,0.670216,0.666316,0.0571535996686
0.73718,0.792052,0.84074,0.209618737387
0.7722,0.911648,0.883644,0.316603687274
0.72818,0.691236,0.784652,0.12251031215
0.782816,0.743476,0.845684,0.194382468141
0.730944,0.696668,0.770616,0.133793573297
0.571016,0.832304,0.708444,0.096178181598
0.648372,0.691868,0.74262,0.0716872600077
0.673312,0.548972,0.648988,0.0555232195807
0.570092,0.646232,0.63994,0.00249067105948
0.676304,0.68252,0.756588,0.0580023314548
0.597072,0.644084,0.664992,0.0734604421433
0.770716,0.8514,0.8911,0.264240032672
0.657296,0.685784,0.738092,0.0776280305668
0.614892,0.916236,0.826104,0.135966698347
0.671744,0.529576,0.625312,0.020570837913
0.674068,0.663676,0.729988,0.0834637061291
0.668988,0.65284,0.730352,0.0761736204227
0.765468,0.6688,0.764384,0.120172384762
0.67396,0.526404,0.639788,0.0314146125244
0.739456,0.620548,0.733752,0.0696778348358
0.574464,0.787724,0.722916,0.105860486815
0.633592,0.835688,0.770176,0.138769194026
0.65096,0.769228,0.774124,0.116552425454
0.763036,0.610744,0.76078,0.0976745534659
0.545112,0.574704,0.58302,0.0110234571184
0.726192,0.60198,0.732504,0.0707081282913
0.608752,0.740608,0.720556,0.0772681321992
0.769348,0.613176,0.728328,0.0788542649608
0.709052,0.704992,0.761532,0.153159885776
0.728468,0.581308,0.7191,0.0623389735774
0.672164,0.555664,0.654552,-0.0153059744061
0.65668,0.630568,0.704884,0.0292245129185
0.703352,0.659944,0.74926,0.112773249868
0.65894,0.793272,0.800008,0.0981835404736
0.78098,0.551272,0.707748,0.0581812434015
0.609232,0.688,0.707192,0.0732178355985
0.61744,0.667816,0.697632,0.0751722084902
0.55084,0.626304,0.619792,0.0123598943123
0.687984,0.631072,0.721284,0.0727727751552
0.591556,0.557904,0.603908,-0.0341345360736
0.532732,0.711288,0.651132,0.0254354439858
0.605108,0.545568,0.605784,0.0293200993435
0.665568,0.542652,0.650592,0.0309331943859
0.662444,0.686696,0.716748,0.101212127871
0.618576,0.77252,0.764664,0.0560094616117
0.71122,0.698616,0.774184,0.129204951104
0.597072,0.693808,0.690152,0.0693886652258
0.73632,0.645008,0.755864,0.0560998010763
0.725172,0.544568,0.685692,0.00938588901574
0.583832,0.830152,0.8256,0.0694267320266
0.74818,0.591516,0.731912,0.0686310883217
0.594124,0.695452,0.681592,0.0319709823799
0.587528,0.769096,0.723632,0.0810923300247
0.634036,0.69602,0.714688,0.103039153227
0.744772,0.675304,0.776208,0.138037064839
0.886408,0.72838,0.853388,0.25665867574
0.765256,0.622864,0.736124,0.100500978204
0.721784,0.810296,0.84348,0.179483122839
0.64934,0.546804,0.640392,0.00221422091521
0.623352,0.645864,0.656988,0.0659660311766
0.72858,0.656408,0.774212,0.0813405016473
0.944152,0.958156,0.989528,0.557774377306
0.617244,0.68378,0.700276,0.0514426932237
0.625544,0.643096,0.692996,0.0261307224109
0.787828,0.58776,0.73474,0.0500595951928
0.64306,0.619452,0.685456,0.0370871707653
0.665536,0.604252,0.66138,0.0095718353159
0.722812,0.5753,0.691292,0.0400178501532
0.724224,0.775548,0.798452,0.182567544039
0.653268,0.624876,0.691916,0.035291356789
0.652308,0.61336,0.672464,0.0368018803986
0.919716,0.76058,0.93054,0.308607819011
0.681696,0.597276,0.69006,0.12806357547
0.664268,0.94038,0.800072,0.259576277428
0.677724,0.552044,0.622808,-0.000148685409539
0.75158,0.8206,0.870416,0.224001622708
0.785236,0.667748,0.757456,0.205568162185
0.669364,0.629392,0.70104,0.057716657707
0.952676,0.631132,0.828196,0.167110127105
0.79442,0.602312,0.765076,0.0775288283251
0.706588,0.710804,0.773944,0.130659152613
0.8671,0.769876,0.899028,0.337169871177
0.62748,0.558344,0.645852,0.0174344514266
0.720044,0.601064,0.716524,0.0994756655836
0.645828,0.584268,0.652024,0.0738008073646
0.783436,0.827812,0.878084,0.269587755523
0.766972,0.5287,0.673616,0.107343465644
0.658736,0.610032,0.687436,0.0759669504551
0.594216,0.6867,0.696724,0.0503443778291
0.763264,0.578328,0.768696,0.0460771970479
0.6579,0.552008,0.627776,0.0130372432024
0.711944,0.644272,0.74508,0.0820230544558
0.502464,0.606644,0.577788,0.0664395358378
0.701588,0.652064,0.714268,0.0803299903896
0.783976,0.565224,0.724288,0.0901341801384
0.563972,0.68078,0.652204,0.0700838372512
0.664016,0.570724,0.67314,0.0611883142784
0.767788,0.69672,0.791828,0.18583927581
0.688848,0.70332,0.760404,0.106771888037
0.572868,0.59074,0.612232,0.0479018008503
0.672508,0.747004,0.747204,0.107291779907
0.653724,0.793408,0.727616,0.0988901630135
0.547904,0.78438,0.693888,0.0149127765655
0.68,0.711216,0.763364,0.0999613480876
0.604804,0.735996,0.703248,0.102195220369
0.698012,0.580868,0.626844,0.0726134329083
0.616808,0.683764,0.706988,0.0323263445128
0.619488,0.691952,0.70904,0.0420523359255
0.60656,0.556204,0.610672,-0.0313597974194
0.721908,0.741464,0.80456,0.174605451503
0.588536,0.641404,0.663028,0.0252600967627
0.638044,0.586676,0.668884,-0.0194445754808
0.59156,0.639836,0.661092,0.00157554422429
0.569748,0.620132,0.640184,0.0251120800457
0.877588,0.645096,0.818828,0.163445695229
0.601176,0.7232,0.704004,0.0520488979699
0.565916,0.82116,0.687428,0.0910094459349
0.715708,0.97894,0.854764,0.310838857759
0.517052,0.652196,0.6016,0.0110408971789
0.59386,0.714872,0.678724,0.079141201034
0.56938,0.612536,0.636488,-0.000422643350594
0.68948,0.611868,0.719904,0.0392678876024
0.572324,0.957132,0.740052,0.0714327611175
0.578752,0.561844,0.608872,0.0439470564481
0.540384,0.60076,0.600544,0.028436379943
0.867656,0.857364,0.933808,0.384325447073
0.569516,0.662544,0.675784,0.0386303339036
0.519244,0.726184,0.600484,0.0179386857705
0.8191,0.653472,0.780888,0.144659417596
0.591464,0.635372,0.654424,0.107933641519
0.82226,0.654112,0.801204,0.187034368796
0.516964,0.670096,0.634536,0.0241308926973
0.673252,0.496628,0.641344,0.000187184561599
0.78324,0.616656,0.757508,0.111809023085
0.564556,0.898604,0.742184,0.0832890503837
0.599704,0.62272,0.656756,-0.0123979148198
0.597192,0.556184,0.607332,-0.0390846053874
0.522696,0.625752,0.589028,0.0585780359315
0.561952,0.661832,0.674556,0.0478670250629
0.57196,0.58294,0.614068,0.0436791482348
0.67658,0.65962,0.719888,0.109158952942
0.699088,0.625404,0.722612,0.0711074841461
0.631008,0.739536,0.767496,0.0868376860568
0.588036,0.593384,0.627304,-0.0046916889789
0.603272,0.789408,0.73742,0.14726134433
0.686152,0.677612,0.739212,0.156329981694
0.536356,0.592044,0.586104,0.0257621596546
0.732528,0.720392,0.796792,0.171739251112
0.686128,0.954504,0.87616,0.257841168771
0.63878,0.760016,0.763752,0.0903707728853
0.598732,0.489128,0.568044,-0.0160018619952
0.638316,0.676632,0.719916,0.0268288973455
0.59926,0.59054,0.639736,0.0631911832848
0.8589,0.714964,0.851544,0.221219156674
0.582404,0.689896,0.68502,0.048975409987
0.573156,0.841644,0.76674,0.0624033271526
0.733416,0.570056,0.688376,0.0754428527173
0.862516,0.655172,0.786832,0.156189837734
0.850044,0.888748,0.943368,0.382549274397
0.64786,0.724336,0.726224,0.162800637944
0.63024,0.624708,0.671092,0.118935434692
0.751888,0.755728,0.825948,0.211245448751
0.729424,0.722224,0.791744,0.122305839171
0.64338,0.660904,0.709356,0.0908770891337
0.572764,0.498472,0.561284,-0.0195995568462
0.630392,0.612264,0.662024,0.00611397105102
0.625952,0.591808,0.655108,0.0215881463008
0.660572,0.848536,0.838908,0.165090003901
0.716672,0.755976,0.808768,0.221169120916
0.610008,0.602608,0.647088,0.0238646619667
0.630256,0.705896,0.71954,0.108271036241
0.65678,0.615404,0.69166,-0.00941694272551
0.711632,0.70812,0.790332,0.0893384424554
0.618012,0.652544,0.684716,0.116053861067
0.597064,0.679824,0.698664,0.0317563172045
0.63336,0.639628,0.690264,0.119886086512
0.512212,0.692976,0.6136,-0.000528772860006
0.710968,0.805056,0.8391,0.215130433958
0.677644,0.577016,0.661916,0.0513230913451
0.657476,0.660636,0.713704,0.0583528624655
0.6413,0.582616,0.666812,-0.0220684739058
0.670476,0.570372,0.66228,0.0219790280054
0.58796,0.70362,0.701008,0.123250610938
0.687764,0.6041,0.702836,0.0945226382357
0.702288,0.77466,0.807908,0.203250478662
0.700856,0.706564,0.778884,0.0656822252304
0.607208,0.5483,0.601652,0.0315227115836
0.601352,0.55898,0.619496,-0.0303287866266
0.654608,0.60696,0.668016,0.0530494181595
0.663764,0.663628,0.722332,0.0741207577428
0.59698,0.91178,0.782836,0.118695576784
0.652476,0.569752,0.650716,0.0486045528529
0.649048,0.552972,0.648488,0.0586684661531
0.714872,0.532176,0.676484,0.0490495982491
0.713344,0.534024,0.6608,0.0519217097085
0.6824,0.710384,0.76804,0.0714157425515
0.694616,0.593924,0.709292,0.0549465933474
0.547916,0.686568,0.659948,0.0946204962295
0.80616,0.81806,0.888372,0.282600641278
0.59064,0.653436,0.664716,0.0957647536379
0.655416,0.95666,0.8207,0.200688529568
0.95298,0.719792,0.881408,0.272041825807
0.602952,0.791532,0.736024,0.109981077276
0.707776,0.654716,0.756088,0.106373503948
0.814696,0.592076,0.702044,0.0971031415146
0.65164,0.651804,0.710052,0.076413962295
0.632884,0.751172,0.777224,0.148218242087
0.683916,0.70276,0.7673,0.165193392058
0.75584,0.589528,0.714576,0.100508993863
0.587744,0.597916,0.623684,0.0417585980586
0.680304,0.708988,0.769708,0.0917028915443
0.706108,0.600652,0.703032,0.0903574797699
0.740512,0.781268,0.835908,0.16840657233
0.671808,0.532256,0.644252,-0.035706144773
0.63634,0.581052,0.650208,0.0327303375117
0.740776,0.54436,0.700784,-0.0084288732616
0.652824,0.70792,0.7486,0.119158631659
0.710032,0.733052,0.796052,0.125537477096
0.611844,0.750768,0.722208,0.0436762111702
0.789708,0.911384,0.905772,0.308252200503
0.6047,0.621236,0.647872,0.055391344834
0.678044,0.579912,0.683248,0.0468637944611
0.820856,0.632236,0.810616,0.107774534357
0.688088,0.680352,0.755004,0.149659785305
0.740344,0.672076,0.773784,0.133921707966
0.849264,0.568872,0.71288,0.0602713148517
0.70526,0.526032,0.693576,-0.0173324729403
0.83438,0.736284,0.874932,0.200489954392
0.739728,0.524228,0.674048,0.015267599246
0.546624,0.538132,0.563256,-0.0208191066698
0.766952,0.746344,0.838644,0.176725790925
0.666472,0.693972,0.72524,0.0667677404191
0.750392,0.67698,0.786136,0.145605124109
0.648472,0.778076,0.725872,0.0856725394111
0.501348,0.644064,0.621688,-0.00334959083708
0.599136,0.675116,0.68324,0.0496714589421
0.599016,0.631736,0.655976,0.0173314125995
0.67352,0.617576,0.707368,0.00682789362815
0.819196,0.61976,0.782884,0.0960887280963
0.708148,0.68736,0.763316,0.12721078952
0.740596,0.688368,0.792212,0.115575725585
0.759324,0.675384,0.780732,0.135260487947
0.669964,0.696616,0.7488,0.108246323617
0.643232,0.752692,0.768084,0.0750152957208
0.886732,0.808356,0.934696,0.334343297655
0.70216,0.636012,0.737136,0.0674719499482
0.611468,0.566996,0.6077,-0.016264922128
0.59224,0.653164,0.677704,-0.0241090774491
0.660632,0.631428,0.709988,-0.0214072311454
0.700296,0.605936,0.694356,0.0404346135608
0.627716,0.510772,0.57192,-0.0296748374307
0.833512,0.603188,0.738024,0.0727784946381
0.511832,0.608168,0.590612,-0.000239309651665
0.698088,0.6253,0.724204,0.0820797558388
0.798956,0.62696,0.81186,0.11578669297
0.532216,0.663768,0.615936,-0.0119681716278
0.640244,0.531444,0.5962,-0.0181282674132
0.750712,0.668752,0.743788,0.119696790696
0.70538,0.781,0.785392,0.113540020217
0.583376,0.680204,0.69986,0.0196546880263
0.664764,0.62748,0.700796,0.0330903322409
0.596632,0.72342,0.733264,0.053219117954
0.695716,0.5977,0.713872,0.0520534922838
0.669756,0.63396,0.721396,0.0158402286785
